184,8774; 0; 56,68975
189,3515; 0; 134,6823
177,1119; 0; 66,94044
189,8871; 0; 73,27915
181,8; 0; 56,5
180,5217; 0; 279,587
183,8609; 0; 89,07607
187,7953; 0; 117,4898
185,3286; 0; 95,02229
182,4002; 0; 79,1385
189,8592; 0; 76,87189
178,8409; 0; 56,50184
85,09145; 0; 375,7022
185,318; 0; 113,334
185,4157; 0; 164,5548
187,9225; 0; 138,3034
180,4349; 0; 169,0772
177,4375; 0; 162,6033
181,6001; 0; 94,65814
185,3137; 0; 78,09821
186,7255; 0; 56,50223
177,8629; 0; 56,50365
93,69532; 0; 542,7269
180,8364; 0; 137,7821
180,8475; 0; 213,5725
180,5211; 0; 185,1702
181,6201; 0; 273,3091
165,3152; 0; 261,7232
187,2963; 0; 139,2391
184,9318; 0; 164,5109
179,8024; 0; 92,96947
177,6122; 0; 85,41818
183,9838; 0; 78,91415
179,1924; 0; 62,56167
183,7896; 0; 56,50011
99,27497; 0; 672,6899
183,7924; 0; 163,6273
181,8537; 0; 254,2876
183,1617; 0; 234,1225
113,6136; 0; 320,3017
117,144; 0; 345,5367
186,1326; 0; 186,9468
190,6271; 0; 251,082
178,2407; 0; 134,6824
179,275; 0; 118,5818
185,3879; 0; 182,0426
185,8911; 0; 77,85173
188,4921; 0; 34,72085
181,8838; 0; 62,76786
177,861; 0; 56,50355
177,8611; 0; 56,50354
146,3566; 0; 734,6007
185,2225; 0; 190,1543
154,7219; 0; 289,4719
163,6413; 0; 270,3418
103,9062; 0; 438,9587
85,28358; 0; 455,1204
175,2971; 0; 233,1265
154,9274; 0; 320,2143
184,0949; 0; 179,8433
186,3419; 0; 151,4646
185,5831; 0; 246,6053
179,9716; 0; 94,87308
185,797; 0; 33,97797
183,6897; 0; 82,67855
185,9451; 0; 75,84505
171,4113; 0; 40,97187
182,8353; 0; 70,98039
182,797; 0; 56,50002
194,2835; 0; 797,18
184,762; 0; 219,2841
118,6944; 0; 314,8225
127,3542; 0; 303,4548
106,1447; 0; 595,4301
57,76642; 0; 527,7061
169,6354; 0; 274,4897
70,76046; 0; 414,2773
183,0064; 0; 223,0381
180,4854; 0; 187,404
159,4665; 0; 324,1371
185,6205; 0; 112,6261
188,4702; 0; 32,97483
189,4726; 0; 105,5487
192,802; 0; 102,0593
170,7747; 0; 41,89126
179,4328; 0; 114,1961
186,04; 0; 94,18858
189,4769; 0; 63,33972
182,797; 0; 56,50002
234,1297; 0; 866,5051
172,733; 0; 243,4433
124,3506; 0; 355,2054
136,384; 0; 339,7303
122,7869; 0; 686,8595
88,09002; 0; 598,5197
159,1115; 0; 317,7763
110,6492; 0; 560,2904
182,4588; 0; 254,0263
185,4101; 0; 225,1928
66,01596; 0; 441,4777
180,4039; 0; 131,3432
184,358; 0; 34,53563
191,4775; 0; 130,0222
191,8035; 0; 123,14
171,2016; 0; 37,96974
179,5011; 0; 168,4243
176,9327; 0; 141,6946
183,1078; 0; 83,08395
188,118; 0; 88,46888
189,2458; 0; 48,01081
177,2664; 0; 63,84353
177,8609; 0; 56,50354
184,7735; 0; 56,50042
255,2193; 0; 941,4128
170,6504; 0; 264,7195
112,6892; 0; 381,4084
108,9709; 0; 367,2109
162,1471; 0; 747,8287
91,48878; 0; 662,1016
120,1861; 0; 333,1483
94,23103; 0; 659,247
155,053; 0; 286,3754
179,4604; 0; 255,0967
86,18784; 0; 575,8405
184,9476; 0; 151,4932
184,9095; 0; 37,02402
186,2802; 0; 153,9406
190,7009; 0; 146,4178
173,453; 0; 41,03165
185,7183; 0; 224,8868
183,5912; 0; 193,0885
182,0322; 0; 104,3137
187,9658; 0; 123,9393
196,7511; 0; 35,67064
181,726; 0; 87,48981
162,6911; 0; 36,05981
188,8714; 0; 75,47067
183,1326; 0; 76,64844
178,9024; 0; 70,86148
184,7818; 0; 56,50042
183,7816; 0; 56,50011
268,8027; 0; 1005,896
158,1228; 0; 288,3448
84,74702; 0; 402,1329
95,64651; 0; 389,2411
202,3848; 0; 809,7615
141,0501; 0; 725,14
119,9637; 0; 374,0464
141,1847; 0; 716,2986
118,4966; 0; 319,0244
161,7104; 0; 280,8368
137,1245; 0; 687,6253
184,7272; 0; 171,0776
184,5725; 0; 37,2755
185,7016; 0; 177,5056
189,5042; 0; 171,6812
173,0352; 0; 42,54781
171,3982; 0; 271,9657
187,3984; 0; 238,0426
185,304; 0; 125,4676
179,92; 0; 160,7616
195,9073; 0; 36,00061
186,6542; 0; 109,5499
197,9928; 0; 11,58257
182,5031; 0; 95,32688
176,8651; 0; 157,2882
186,8895; 0; 120,614
182,1456; 0; 77,4742
173,7064; 0; 73,13789
181,0041; 0; 44,15007
188,1731; 0; 46,42271
184,7656; 0; 56,50055
184,7655; 0; 56,50054
322,3642; 0; 1030,138
149,2642; 0; 302,3714
100,6179; 0; 438,8251
103,6606; 0; 426,6238
233,7466; 0; 877,0389
183,0007; 0; 793,9283
106,7477; 0; 398,5027
183,7081; 0; 785,9761
115,2815; 0; 348,1862
135,7428; 0; 301,2968
176,1779; 0; 782,9877
183,6627; 0; 192,5826
183,395; 0; 35,8391
185,0321; 0; 201,5564
188,3118; 0; 196,8555
173,7264; 0; 42,30489
132,9411; 0; 307,9878
169,3196; 0; 272,8396
182,0953; 0; 147,4781
183,8949; 0; 198,9044
196,4512; 0; 37,4954
181,347; 0; 134,4418
184,5944; 0; 116,1387
180,9173; 0; 231,7286
187,2193; 0; 172,4058
184,3448; 0; 100,6483
179,8045; 0; 94,3859
177,5475; 0; 35,56389
190,1546; 0; 30,14401
184,1059; 0; 95,80019
185,5529; 0; 89,53631
179,0224; 0; 49,76158
178,9769; 0; 79,64723
178,8409; 0; 56,50184
401,5961; 0; 1037,765
141,3287; 0; 316,3902
71,73542; 0; 465,0565
70,2054; 0; 449,5789
257,7306; 0; 944,2027
215,1237; 0; 868,3289
118,942; 0; 447,1123
225,3435; 0; 859,4217
118,6393; 0; 378,7709
121,2009; 0; 321,7466
221,8462; 0; 843,7786
184,1755; 0; 214,6163
184,1162; 0; 32,02139
184,5557; 0; 226,6894
187,1719; 0; 220,9208
174,7539; 0; 39,82657
132,4629; 0; 346,7359
122,8126; 0; 304,9622
181,4398; 0; 169,7638
185,9859; 0; 229,1072
196,5687; 0; 33,34706
187,8257; 0; 161,7475
167,4839; 0; 5,106659
181,461; 0; 137,3435
152,0868; 0; 319,9379
179,2384; 0; 217,8789
184,5906; 0; 123,8362
177,7997; 0; 116,509
178,8557; 0; 36,45084
191,0528; 0; 26,66177
188,8885; 0; 139,7054
180,6396; 0; 121,937
174,4108; 0; 33,92559
177,8393; 0; 156,5975
178,1215; 0; 85,55948
175,3103; 0; 72,40284
185,0797; 0; 64,91589
184,7869; 0; 56,50021
463,4909; 0; 1095,394
134,7167; 0; 331,1432
80,91473; 0; 494,7355
87,0217; 0; 482,4073
267,6071; 0; 1005,335
255,9059; 0; 938,0988
79,44236; 0; 456,7839
246,0361; 0; 934,3377
85,8397; 0; 401,5702
124,359; 0; 350,8439
239,4573; 0; 920,4993
182,2012; 0; 238,408
188,9007; 0; 30,87622
172,0006; 0; 242,2747
185,7284; 0; 240,9967
172,2763; 0; 36,63103
93,93716; 0; 375,2523
132,9096; 0; 343,6902
183,6875; 0; 194,7178
173,8686; 0; 260,7759
199,3164; 0; 33,61023
188,7772; 0; 187,0296
167,0673; 0; 13,10816
187,3021; 0; 161,6965
80,55461; 0; 394,7978
169,0668; 0; 264,5943
182,0755; 0; 145,51
181,5359; 0; 138,5327
176,7027; 0; 32,70185
190,3815; 0; 25,42012
182,4612; 0; 186,1302
179,5951; 0; 163,0518
175,6812; 0; 33,13376
185,3205; 0; 237,5798
